column,711,161,59,2290,33,272,307,172,115,399,234,101,1145,199,259,717,280,506,727,419,49,173,1112,91,336,1042,6,1154,23,393
711,20.776,5.653,3.253,2.615,2.505,2.393,1.770,1.613,1.859,1.483,1.579,1.470,1.602,1.316,1.275,1.363,1.089,1.271,1.016,0.675,0.846,0.859,0.785,0.762,0.627,0.608,0.374,0.495,0.423,0.554
161,5.653,7.752,0.981,0.949,0.895,0.894,0.433,0.423,0.381,0.387,0.345,0.760,0.444,0.196,0.117,0.333,0.880,0.324,0.049,0.201,0.139,0.084,0.103,-0.046,0.172,-0.040,-0.017,-0.082,-0.060,-0.064
59,3.253,0.981,4.441,0.349,0.346,0.310,-0.012,0.037,0.700,0.172,1.349,-0.036,0.072,0.319,-0.018,0.034,-0.126,-0.033,0.233,-0.272,-0.162,-0.151,-0.144,-0.074,-0.259,-0.208,-0.283,-0.303,-0.306,0.300
2290,2.615,0.949,0.349,3.452,0.903,0.682,-0.121,-0.119,0.092,-0.044,0.041,-0.157,0.471,-0.025,-0.256,0.316,-0.229,0.351,-0.113,-0.334,0.129,0.125,0.090,-0.280,-0.303,-0.086,-0.201,-0.316,-0.331,-0.234
33,2.505,0.895,0.346,0.903,3.369,0.617,-0.194,-0.154,0.095,-0.030,0.044,-0.167,0.463,-0.024,-0.258,0.271,-0.254,0.359,-0.105,-0.347,0.197,0.131,0.206,-0.284,-0.312,-0.103,-0.188,-0.341,-0.361,-0.223
272,2.393,0.894,0.310,0.682,0.617,3.209,0.075,-0.122,0.047,-0.087,0.005,-0.169,0.287,-0.067,-0.264,0.154,-0.238,0.234,-0.149,-0.343,0.014,-0.015,0.002,-0.293,-0.328,-0.139,-0.249,-0.333,-0.337,-0.251
307,1.770,0.433,-0.012,-0.121,-0.194,0.075,2.382,-0.253,-0.257,-0.216,-0.301,-0.234,-0.298,-0.337,-0.324,-0.336,-0.272,-0.317,-0.385,-0.393,-0.417,-0.404,-0.422,-0.383,-0.387,-0.408,-0.481,-0.429,-0.431,-0.433
172,1.613,0.423,0.037,-0.119,-0.154,-0.122,-0.253,2.288,-0.210,-0.242,-0.237,-0.234,-0.263,-0.295,-0.006,-0.291,-0.293,-0.316,-0.348,-0.390,-0.367,-0.373,-0.382,-0.378,-0.355,-0.418,-0.446,-0.403,0.163,-0.395
115,1.859,0.381,0.700,0.092,0.095,0.047,-0.257,-0.210,2.580,-0.036,0.257,-0.260,-0.069,0.557,-0.224,-0.121,-0.322,-0.169,0.554,-0.403,-0.257,-0.248,-0.252,-0.251,-0.392,-0.320,-0.377,-0.395,-0.417,-0.118
