column,711,161,59,2290,33,272,307,172,115,399,234,101,1145,199,259,717,280,506,727,419,49,173,1112,91,336,1042,6,1154,23,393,68,588,1879,227,695,1630,969,1169,814,1017,815,661,576,111,531,1206,853,1061,123,58,832,149,53,261,107,1074,215,565,297,294,0,537,1955,1081,170,147,1113,4304,125,29,912,218,989,824,387,1409,4307,1016,384,302,704,544,62,32,355,136,871,1578,1742,371,2865,274,1522,341,837,1013,872,381,619,243
711,1,0.0464915661,0.0289653895,0.0287433949,0.0256967117,0.0252011921,0.0205309852,0.015584964,0.0184628154,0.0149082661,0.0161687284,0.0184516757,0.021325528,0.0158031593,0.0158112737,0.0195275363,0.0145882959,0.0174503841,0.0125393596,0.0088322967,0.0134233898,0.0151492182,0.0115031491,0.0133082337,0.0106029884,0.0087957617,0.0044771333,0.0084760228,0.006244631,0.0081546761,0.0120953009,0.0070008957,0.0104277446,0.010130354,0.0104278897,0.0069525517,0.0105133533,0.0086509595,0.008671993,0.0077845914,0.0111525034,0.0049941567,0.0095943973,0.0110893508,0.0093332985,0.0078864299,0.0078012099,0.0050814252,0.0087624067,0.0102111957,0.0040364088,0.010164661,0.0096318346,0.0109986647,0.0098034144,0.008758637,0.0100207966,0.0069747256,0.0080251178,0.0061024422,0.0086738714,0.0097889089,0.00756559,0.0078270457,0.0082178756,0.0071246465,0.0067248999,0.0095276912,0.0090842437,0.0090205961,0.0089352808,0.007427212,0.0049286611,0.0060697622,0.0083278688,0.0080444552,0.008696213,0.0064572756,0.0072164807,0.0082416779,0.0091193301,0.0103899746,0.007680758,0.0096414474,0.0085968645,0.0080013081,0.0067352421,0.0084161231,0.0056053619,0.0083818586,0.0054846661,0.0072827297,0.0069361236,0.0058723523,0.0062256207,0.0079434568,0.0065533187,0.0076095411,0.0060077639,0.0058493021
161,0.2599188097,1,0.038761182,0.0678691112,0.0632662136,0.0683836948,0.0336864295,0.035533061,0.0202377742,0.0366170063,0.0275080282,0.0892790643,0.0443842805,0.0209417049,0.0128626409,0.0400387501,0.118779749,0.0413406525,0.0137971707,0.0460574303,0.0345126638,0.0286761394,0.0310323967,0.0150819316,0.046450008,0.018879229,0.0289013313,0.0187961443,0.022882714,0.0179025468,0.0314878112,0.0114738205,0.0133653872,0.0192120014,0.020283795,0.0112262439,0.0247679342,0.0026528749,0.0241861538,0.0140793215,0.0102951886,0.0131626375,0.0203918878,0.0137261183,0.0082466309,0.0142750399,0.005831333,0.0258041831,0.0067020565,0.0234194985,0.0149904372,0.0129361072,0.0119427808,0.0220217499,0.0196404709,0.0109175584,0.0206268917,0.0178519649,0.0173772997,0.0075538352,0.0126047504,0.0142622348,0.0102135886,0.0453610493,0.0152896172,0.0031786428,0.0085629953,0.0213584445,0.0210903978,0.0261104515,0.0110975943,0.0231628948,0.0216317367,0.0092931816,0.0140868813,0.0115266464,0.0229605211,0.0052599336,0.0117614008,0.021893187,0.0183709373,0.010561509,0.0178907972,0.0205787495,0.0102197675,0.0129141109,0.0051535671,0.0184706462,0.0062234589,0.0210569531,0.0342046891,0.0065881258,0.0322346415,0.0040059464,0.0108940249,0.0048312255,0.0066700114,0.0087027149,0.0107930979,0.0052928069
59,0.3055656005,0.0731406082,1,0.0701745602,0.0721227738,0.0692562635,0.0249921586,0.0387689537,0.1752247321,0.0738143242,0.3266411972,0.0329749979,0.0524713609,0.1141529368,0.0439108372,0.0542613425,0.028690296,0.0423885185,0.1064951706,0.0124633327,0.0319351307,0.0352893721,0.0366525457,0.0543130452,0.0194366267,0.0292111928,0.0205694236,0.0145592411,0.0151850264,0.1370924251,0.026141684,0.0202002187,0.0371249444,0.0365730941,0.0250840285,0.0047648574,0.0281177115,0.0164946816,0.0245357121,0.0141659353,0.0918034909,0.0246641273,0.0298876648,0.0207255487,0.2062830404,0.0670343451,0.0248326544,0.0173794825,0.0188721539,0.0309440632,0.0136946033,0.0939796161,0.0418959357,0.0271892481,0.0648288124,0.0347563004,0.0470603877,0.0303933445,0.0547891186,0.031259633,0.0691735238,0.0479490151,0.0304182781,0.0139567209,0.0250991487,0.0251443825,0.0077850106,0.024747653,0.0272375958,0.023841475,0.0320540556,0.0167745573,0.0080740243,0.0056825606,0.0180872861,0.053786558,0.0259933085,0.0223573698,0.0582871515,0.0229638299,0.0151000993,0.07969219,0.0322037581,0.0276073055,0.0336987325,0.0185420078,0.0062460596,0.0255912924,0.0587869572,0.022325332,0.0080371662,0.0690401003,0.0125174693,0.0269427952,0.0448093017,0.0299441756,0.0017222562,0.0230060186,0.0014634023,0.051522941
2290,0.3911591335,0.1652053255,0.090525311,1,0.2809159923,0.2231725721,0.0259557534,0.0298171553,0.0779174236,0.0559537369,0.0754681184,0.0295300764,0.1952611999,0.069915958,0.0102157658,0.1622209449,0.0254593974,0.1736775751,0.0575773441,0.0124770182,0.1300023534,0.1298680355,0.1207155072,0.0268106777,0.0246603543,0.0803524793,0.0571840605,0.0255124679,0.0231000124,0.0438938815,0.1246958924,0.0180961395,0.0425614975,0.0386841005,0.0961774789,0.0032619696,0.1056540079,0.0141623315,0.0273306732,0.019722182,0.0304611031,0.0208390982,0.1016023052,0.0501094678,0.0239223594,0.0462868098,0.0024167775,0.0457685142,0.0034703315,0.0831344197,0.0281696041,0.0368078191,0.0364172184,0.1049199928,0.0581315943,0.019419381,0.0621923207,0.0447662993,0.048060044,0.0147210092,0.0386471856,0.0518398862,0.0262543066,0.0172126998,0.0259526271,0.0026017381,-0.1043399997,0.1065698507,0.0781839571,0.0714297174,0.0179985158,0.0750854355,0.0400536486,0.0007555503,0.0225463093,0.0386877381,0.1007433713,0.0181535146,0.0408623724,0.0682355412,-0.0794955853,0.0331569438,0.0525072224,0.0878810067,0.0316619292,0.0054974777,-0.2674223033,0.0779075133,0.0236457027,0.0798478957,0.0148713729,0.0295532489,0.0136348269,0.0088795274,0.0341454842,0.0162077732,-0.2134651196,0.0211990614,0.0012135146,0.0270365651
33,0.358021836,0.1576668075,0.095253139,0.2876027363,1,0.2119425189,0.0083982038,0.022759744,0.0825711272,0.0627407473,0.0798217921,0.0291538589,0.1989801956,0.073306269,0.0114782381,0.154890673,0.0206100902,0.1812359198,0.0625831389,0.010436313,0.1521570529,0.1353231877,0.1552953901,0.0274935625,0.0237760283,0.0784331581,0.0627606211,0.0203670415,0.0165160612,0.0485951327,0.1261653555,0.0171258898,0.0393183164,0.0391066266,0.1002692428,-0.0114082359,0.1141495523,0.0095803594,0.0302080494,0.0151170031,0.0313092171,0.0235626394,0.1031596722,0.042597147,0.0236086501,0.0524945555,0.0038322121,0.0527961617,0.0037605933,0.0864366582,0.0291264792,0.0375511194,0.0358659702,0.1183531562,0.0634083147,0.0185152548,0.0768736685,0.0485866542,0.0510612698,0.0151336649,0.0383161174,0.0623964044,0.0271369612,0.0160794427,0.023798499,0.0022220995,-0.1301793659,0.1151469203,0.0844853228,0.0839051927,0.0175576272,0.0809136404,0.0362326155,-0.0395210983,0.0207672146,0.042809519,0.1154305489,0.0162937693,0.0461357387,0.0691790578,-0.1231226424,0.0324034646,0.0586419488,0.0968867207,0.0304458132,0.0017184123,-0.3429455189,0.085709024,0.0247807065,0.0749512187,0.0137655342,0.0304971569,0.0120258939,0.0097102345,0.0377537737,0.016470717,-0.4217818952,0.0187225985,-0.1620615001,0.0281875042
272,0.3679822513,0.1786054951,0.0958605145,0.239459015,0.2221221736,1,0.0910398234,0.0369671874,0.0765697736,0.0529875927,0.0759805554,0.0334731614,0.1604639881,0.0673873478,0.0134704073,0.1316661222,0.0289206884,0.1564590366,0.0556405506,0.0141759682,0.1099694832,0.1028286393,0.1074257104,0.0284300033,0.0224109595,0.0739695708,0.0503270617,0.0252846977,0.0255551289,0.044800303,0.1088808844,0.0165415084,0.0360628731,0.0329810455,0.0765904504,0.002259901,0.0948101309,0.0083394593,0.027139525,0.0193151818,0.0303931851,0.0217620331,0.0936573977,0.0653231251,0.0257536023,0.0466204622,0.0052082607,0.0377374374,0.0021208544,0.0739037196,0.0280472196,0.0356182711,0.0360845141,0.0948366906,0.0544721595,0.0199228177,0.0576196567,0.0403821883,0.0435793898,0.0128057717,0.036457577,0.0465464656,0.0232774687,0.0171681086,0.0319762059,0.0060322281,-0.0044649427,0.0916534625,0.0681882552,0.0538625462,0.0187420412,0.0634451867,0.0490661114,-0.0053493206,0.0225354405,0.037378968,0.0848699011,0.0157023057,0.039797698,0.0627961915,0.0001670257,0.0339363556,0.0472060784,0.0806274313,0.0285901447,0.0078003984,-0.1791086959,0.0647211135,0.0235448471,0.0780478304,0.0157904352,0.0327672663,0.0129701457,0.0089449346,0.0353396912,0.0150023277,0.0024961784,0.0255583661,0.012237048,0.0260109588
307,0.3944482954,0.1157635247,0.0455154638,0.0366436325,0.0115806981,0.1197859586,1,0.0260193632,0.0146966936,0.0455826596,0.0106474299,0.0429777569,0.0155209825,0.0106691166,0.0173017283,0.012061623,0.0440059719,0.021865246,0.0051645087,0.0155453751,0.0030645455,0.0088101607,0.0022589897,0.0190672386,0.0216679878,0.0133197109,-0.1230308023,0.0111816818,0.0116631065,0.0066225714,0.0098833352,0.0168800239,0.018192194,0.0076431729,0.0042929691,0.0049295228,0.0073978348,0.0019173542,0.0124218498,0.0111214961,0.0172585274,0.0105457294,0.0226143634,0.0376262317,0.0182028715,0.0024455653,0.0070262263,-0.0871591333,0.007592482,0.0164020539,0.0021607313,0.0143688196,0.0173130879,0.0104799959,0.0056569708,0.0198767868,0.0068691067,0.0025050125,0.0052178221,0.0112847645,0.0072257905,0.0063411719,0.0066181444,0.0201945193,0.0222883753,0.0078900404,0.0465798438,0.0107198475,0.0146656597,0.0014351471,0.0133808491,0.0043140246,0.008222437,0.005238643,0.0091569968,0.0023191496,0.0059744104,0.0108257417,0.0024083968,0.0098645014,0.0196065196,0.017399441,0.0016923841,0.0096798484,0.0165380773,0.0523386087,0.0169166372,0.0151378742,0.0045791036,0.0140596609,0.010890471,0.0066909928,0.0161969041,0.0037285672,0.0009540774,0.0076432685,0.0873198076,0.0077771302,0.0702403127,0.0038366924
172,0.310238494,0.1265199376,0.0731558185,0.0436154818,0.0325181096,0.0503965147,0.0269591535,1,0.0368122954,0.0401476396,0.0384635685,0.0472719304,0.0322732938,0.0292970308,0.1395862798,0.0321113867,0.040204117,0.0251692912,0.0213094978,0.0186148326,0.0234836514,0.0222790595,0.0189802252,0.023282436,0.0356399366,0.0117750908,0.0087254492,0.0223226924,0.2291132794,0.0220255348,0.0164461563,0.0075060553,0.0180892787,0.0265143388,0.0177327511,0.0117404866,0.0167857734,0.0162078688,0.026059297,0.0690137384,0.0252368028,0.0137791447,0.0161696377,0.0010010544,0.0240025407,0.0160616819,0.0790074152,0.0004091418,0.0853233509,0.0212168504,0.0046561985,0.0217167951,0.0172866293,0.019228742,0.0190632686,0.0169588282,0.0207875796,0.0153308748,0.0173327354,0.0124679595,0.0183243688,0.0189039711,0.0235845056,0.0200361641,0.0125373682,0.0751504319,0.0088744169,0.0153475927,0.0145774227,0.0153134243,0.0164819542,0.0199193769,0.0140397777,0.0103125516,0.010993598,0.0160547673,0.0129433513,0.0071117575,0.0121826553,0.0200161473,0.0264437993,0.0182103359,0.015547022,0.0183525437,0.0140503844,0.016217927,0.0078340002,0.0174580787,0.0116084088,0.0163917968,0.0158865128,0.0121949133,0.0200354115,0.0467754468,0.0099310923,0.0161388114,0.0081819638,0.0307291318,0.0063315715,0.0061697813
115,0.3302281269,0.0647463581,0.2970889159,0.1024083344,0.1060015906,0.0937924129,0.0136821857,0.0330764697,1,0.0987887101,0.1967341306,0.0259843665,0.0877267609,0.3096563707,0.0452104692,0.0797123164,0.0201461504,0.0656910687,0.3168929859,0.0076117012,0.0526790604,0.0567667112,0.0552957563,0.0585251088,0.0156217662,0.0386583211,0.0266995414,0.0188466148,0.0127634546,0.1072845984,0.0423173859,0.0200934775,0.0425484493,0.0535186234,0.0421230497,0.0034098121,0.0443563318,0.0142276638,0.0226947814,0.0104361427,0.0965420714,0.0290661475,0.0401677562,0.0268564136,0.1007540085,0.1522428767,0.0248835636,0.0233515633,0.0166817718,0.0424000795,0.016983972,0.1110687593,0.0442255727,0.044200031,0.1128815216,0.0362214119,0.0664736179,0.0460680253,0.1130345443,0.0312989058,0.1344306565,0.0632978424,0.0366357536,0.0091221246,0.031702844,0.0255797968,-0.0150514269,0.0416767976,0.0368533023,0.0361033472,0.0355334401,0.026256907,0.0119585629,0.0038644901,0.0196547856,0.1284247002,0.0415083591,0.0268017244,0.1278204005,0.0353618875,0.0099287004,0.0799104945,0.0477793307,0.0428674765,0.0360851895,0.0119321297,0.0005441061,0.0379312915,0.2358551874,0.0342593215,0.0069076433,0.1380840624,0.0107960555,0.0296013154,0.1047655625,0.0373744424,-0.1535074447,0.0259757156,-0.1406183121,0.102476874
